city,year,population,diff,lat,long,clr
Абаза (город),2018,15335,-1.65,52.65,90.08333333333333,decline
Абакан,2018,184168,1.35,53.7166666666667,91.41666666666667,growh
Абдулино,2018,19222,0,53.6833333333333,53.65,zero
Абинск,2018,38176,1.13,44.8666666666667,38.166666666666664,growh
Агидель,2018,15281,0,55.9,53.93333333333333,zero
Агрыз,2018,19704,0,56.5166666666667,52.983333333333334,zero
Адыгейск,2018,12745,0.35,44.8844444444444,39.18333333333333,growh
Азнакаево,2018,34863,0,54.85,53.06666666666667,zero
Азов,2018,81335,0,47.1,39.416666666666664,zero
Ак-Довурак,2018,13578,0,51.1666666666667,90.6,zero
Аксай (Ростовская область),2018,44828,0,47.2666666666667,39.86666666666667,zero
Алагир,2018,20043,-0.45,43.0416666666667,44.2,decline
Алапаевск,2018,37526,-0.34,57.85,61.7,decline
Алатырь,2018,35298,0,54.85,46.583333333333336,zero
Алдан (город),2018,20700,0,58.6,125.38333333333334,zero
Алейск,2018,28972,0.82,52.5,82.78333333333333,growh
Александров (город),2018,59328,0,56.3936111111111,38.7,zero
Александровск (Пермский край),2018,12841,0,59.1666666666667,57.583333333333336,zero
Александровск-Сахалинский,2018,9504,-0.86,50.9,142.15,decline
"Алексеевка (город, Белгородская область)",2018,38447,0,50.63,38.68333333333333,zero
Алексин,2018,58329,0,54.5,37.06666666666667,zero
Алзамай,2018,6040,0,55.55,98.66666666666667,zero
Альметьевск,2018,154262,0,54.9,52.3,zero
Амурск,2018,39431,-1.68,50.2166666666667,136.9,decline
Анадырь,2018,15604,0.88,64.7333333333333,177.51666666666668,growh
Анапа,2018,75865,0.65,44.8944444444444,37.31666666666667,growh
Ангарск,2018,226374,0,52.5666666666667,103.91666666666667,zero
Андреаполь,2018,7259,0,56.65,32.266666666666666,zero
Анжеро-Судженск,2018,71787,0,56.0833333333333,86.03333333333333,zero
Анива (город),2018,9445,0.16,46.7166666666667,142.51666666666668,growh
Апатиты,2018,55713,-1.14,67.5675,33.38333333333333,decline
Апрелевка,2018,27860,4.7,55.5333333333333,37.05,growh
Апшеронск,2018,40016,-0.55,44.4608333333333,39.733333333333334,decline
Арамиль,2018,15162,0,56.7,60.833333333333336,zero
Аргун (город),2018,37373,2.43,43.2944444444444,45.88333333333333,growh
Ардатов (Мордовия),2018,8734,0,54.85,46.233333333333334,zero
Ардон (город),2018,19412,0.21,43.1727777777778,44.28333333333333,growh
Арзамас,2018,104547,0,55.3833333333333,43.8,zero
Аркадак,2018,11986,0,51.9333333333333,43.5,zero
Армавир (Россия),2018,190709,-0.08,45,41.11666666666667,decline
Армянск,2018,21754,-0.92,46.1069444444444,33.68333333333333,decline
Арсеньев (город),2018,52471,-0.56,44.1666666666667,133.26666666666668,decline
Арск,2018,20419,0,56.0905555555556,49.86666666666667,zero
Артём (город),2018,106692,-0.04,43.35,132.18333333333334,decline
Артёмовск (Россия),2018,1705,0,54.35,93.43333333333334,zero
Артёмовский,2018,30778,-0.5,57.3363888888889,61.88333333333333,decline
Архангельск,2018,349742,-0.5,64.55,40.53333333333333,decline
Асбест (город),2018,64091,-0.89,57.0102777777778,61.45,decline
Асино,2018,24351,-0.77,57,86.15,decline
Астрахань,2018,533925,0.27,46.3333333333333,48.03333333333333,growh
Аткарск,2018,25384,0,51.8666666666667,45,zero
Ахтубинск,2018,37883,0,48.2833333333333,46.166666666666664,zero
Ачинск,2018,105264,0,56.2666666666667,90.5,zero
Аша,2018,29946,0,55,57.25,zero
Бабаево,2018,11493,0,59.3833333333333,35.95,zero
Бабушкин (Бурятия),2018,4542,0,51.7166666666667,105.86666666666666,zero
Бавлы,2018,22258,0,54.4,53.25,zero
Багратионовск,2018,6409,0,54.3833333333333,20.633333333333333,zero
Байкальск,2018,12738,0,51.5172222222222,104.15,zero
Баймак,2018,17529,0,52.5833333333333,58.31666666666667,zero
Бакал,2018,19590,0,54.9333333333333,58.8,zero
Баксан (город),2018,38192,0.37,43.6833333333333,43.53333333333333,growh
Балабаново,2018,25752,0,55.1833333333333,36.65,zero
Балаково,2018,191260,0,52.0333333333333,47.78333333333333,zero
Балахна,2018,49364,0,56.4808333333333,43.53333333333333,zero
Балашиха,2018,468221,3.87,55.8,37.95,growh
Балашов (город),2018,77391,0,51.55,43.166666666666664,zero
Балей,2018,11370,0,51.5769444444444,116.63333333333334,zero
Балтийск,2018,33181,0,54.65,19.916666666666668,zero
Барабинск,2018,29122,0,55.35,78.35,zero
Барнаул,2018,632372,-0.15,53.3473611111111,83.76666666666667,decline
Барыш (город),2018,16147,0,53.65,47.11666666666667,zero
Батайск,2018,124705,0,47.1333333333333,39.75,zero
Бахчисарай,2018,26874,-1.15,44.7527777777778,33.85,decline
Бежецк,2018,21728,0,57.7833333333333,36.7,zero
Белая Калитва,2018,40831,0,48.1747222222222,40.78333333333333,zero
Белая Холуница,2018,10406,-1.06,58.8333333333333,50.85,decline
Белгород,2018,391554,0.11,50.6,36.6,growh
Белебей,2018,59123,0,54.1,54.13333333333333,zero
Белёв,2018,13362,0,53.8,36.13333333333333,zero
Белинский (город),2018,7694,-1.9,52.9666666666667,43.416666666666664,decline
Белово,2018,72843,0,54.4166666666667,86.3,zero
Белогорск (Амурская область),2018,66183,-0.39,50.9166666666667,128.48333333333332,decline
Белогорск (Крым),2018,16391,-0.31,45.0544444444444,34.6,decline
Белокуриха,2018,15179,-0.56,52,84.98333333333333,decline
Беломорск,2018,9678,-1.86,64.5166666666667,34.766666666666666,decline
Белорецк,2018,65801,0,53.9666666666667,58.4,zero
Белореченск,2018,52082,-0.35,44.7666666666667,39.86666666666667,decline
Белоусово (город),2018,9288,0,55.0916666666667,36.666666666666664,zero
Белоярский (город),2018,20142,0,63.7166666666667,66.66666666666667,zero
Белый (город),2018,3268,0,55.8333333333333,32.93333333333333,zero
Бердск,2018,103290,0,54.75,83.1,zero
Березники,2018,145115,0,59.4166666666667,56.78333333333333,zero
Берёзовский (Кемеровская область),2018,46859,0,55.6666666666667,86.25,zero
Берёзовский (Свердловская область),2018,57892,1.22,56.9,60.8,growh
Беслан,2018,37029,0.01,43.1888888888889,44.516666666666666,growh
Бийск,2018,201914,-0.59,52.5166666666667,85.16666666666667,decline
Бикин (город),2018,15954,0.16,46.8166666666667,134.25,growh
Билибино,2018,5292,-1.05,68.05,166.45,decline
Биробиджан,2018,73623,-0.64,48.7833333333333,132.93333333333334,decline
Бирск,2018,46330,0,55.4166666666667,55.53333333333333,zero
Бирюсинск,2018,8477,0,55.95,97.81666666666666,zero
Бирюч (город),2018,7205,0,50.65,38.4,zero
Благовещенск,2018,225091,0.3,50.2577777777778,127.53333333333333,growh
Благовещенск (Башкортостан),2018,34955,0,55.0333333333333,55.983333333333334,zero
Благодарный,2018,31100,-0.62,45.1027777777778,43.416666666666664,decline
Бобров (город),2018,20460,-0.7,51.0944444444444,40.016666666666666,decline
Богданович (город),2018,29241,-0.24,56.7833333333333,62.05,decline
Богородицк,2018,31263,0,53.7666666666667,38.13333333333333,zero
Богородск,2018,34388,0,56.0997222222222,43.5,zero
Боготол,2018,20245,0,56.2,89.51666666666667,zero
Богучар,2018,11270,-0.22,49.9333333333333,40.55,decline
Бодайбо (город),2018,13104,0,57.85,114.2,zero
Бокситогорск,2018,15380,-0.17,59.4733333333333,33.833333333333336,decline
Бологое,2018,21425,0,57.8708333333333,34.06666666666667,zero
Болотное,2018,15629,0,55.6666666666667,84.4,zero
Болохово,2018,9093,0,54.0833333333333,37.81666666666667,zero
Болхов,2018,11097,-0.51,53.45,36,decline
Большой Камень,2018,38042,-1.17,43.1166666666667,132.35,decline
Бор (Нижегородская область),2018,78385,0,56.3602777777778,44.05,zero
Борзя,2018,28874,0,50.3833333333333,116.53333333333333,zero
Борисоглебск,2018,61765,-1.44,51.3666666666667,42.083333333333336,decline
Боровичи,2018,50896,0,58.3869444444444,33.9,zero
Боровск,2018,10966,0,55.2,36.483333333333334,zero
Бородино (город),2018,16249,0,55.9,94.9,zero
Братск,2018,231602,0,56.1166666666667,101.6,zero
Бронницы,2018,22567,0.76,55.4227777777778,38.25,growh
Бугульма,2018,85476,0,54.5333333333333,52.78333333333333,zero
Бугуруслан,2018,49585,0,53.6166666666667,52.416666666666664,zero
Будённовск,2018,62495,-0.35,44.7833333333333,44.13333333333333,decline
Бузулук,2018,86316,0,52.7666666666667,52.266666666666666,zero
Буинск (Татарстан),2018,20905,0,54.9666666666667,48.28333333333333,zero
Буй (город),2018,24011,0,58.4833333333333,41.516666666666666,zero
Буйнакск,2018,65080,0.84,42.8166666666667,47.11666666666667,growh
Бутурлиновка,2018,24319,-1.42,50.825,40.583333333333336,decline
Валдай,2018,14379,0,57.9666666666667,33.25,zero
Валуйки,2018,34679,0,50.1833333333333,38.11666666666667,zero
Велиж,2018,6788,-3.25,55.6,31.2,decline
Великие Луки,2018,91435,-1.43,56.35,30.516666666666666,decline
Великий Устюг,2018,31606,0,60.7588888888889,46.3,zero
Вельск,2018,22776,0,61.0666666666667,42.1,zero
Венёв,2018,14211,0,54.35,38.266666666666666,zero
Верещагино,2018,22194,0,58.0666666666667,54.65,zero
Верея,2018,5090,-0.64,55.3333333333333,36.18333333333333,decline
Верхнеуральск,2018,9312,0,53.8833333333333,59.21666666666667,zero
Верхний Тагил,2018,11171,0,57.3833333333333,59.93333333333333,zero
Верхний Уфалей,2018,27879,0,56.05,60.233333333333334,zero
Верхняя Пышма,2018,70160,1.51,56.9666666666667,60.583333333333336,growh
Верхняя Салда,2018,42166,-1.33,58.05,60.55,decline
Верхняя Тура,2018,9039,-0.98,58.3574333333333,59.81666666666667,decline
Верхотурье,2018,8651,0,58.8666666666667,60.8,zero
Верхоянск,2018,1131,0,67.55,133.38333333333333,zero
Весьегонск,2018,6280,0,58.65,37.266666666666666,zero
Ветлуга (город),2018,8501,0,57.8555555555556,45.766666666666666,zero
Видное,2018,66158,1.67,55.55,37.7,growh
Вилюйск,2018,10975,0,63.75,121.61666666666666,zero
Вилючинск,2018,21973,0.14,52.9333333333333,158.4,growh
Вихоревка,2018,21279,0,56.1166666666667,101.16666666666667,zero
Вичуга,2018,34868,0,57.2,41.916666666666664,zero
Владивосток,2018,604901,-0.28,43.1166666666667,131.9,decline
Владикавказ,2018,306258,-0.23,43.0166666666667,44.68333333333333,decline
Волгоград,2018,1013533,-0.2,48.6991666666667,44.46666666666667,decline
Волгодонск,2018,171471,0,47.54,42.2,zero
Волгореченск,2018,16653,0,57.4333333333333,41.166666666666664,zero
Волжск,2018,54519,0,55.8666666666667,48.35,zero
Волжский,2018,326055,0,48.7833333333333,44.766666666666666,zero
Вологда,2018,312420,-0.19,59.2166666666667,39.9,decline
Володарск,2018,10021,0,56.2333333333333,43.2,zero
Волоколамск,2018,19824,-4.87,56.0333333333333,35.95,decline
Волосово,2018,11987,-1.33,59.45,29.483333333333334,decline
Волхов (город),2018,44868,-0.72,59.9166666666667,32.35,decline
Волчанск (Свердловская область),2018,8722,-1.83,59.9333333333333,60.05,decline
Вольск,2018,63947,0,52.05,47.38333333333333,zero
Воркута,2018,58133,0,67.5,64.03333333333333,zero
Воронеж,2018,1047549,0.75,51.6716666666667,39.2,growh
Ворсма,2018,10589,0,55.9833333333333,43.266666666666666,zero
Воскресенск,2018,93565,-0.48,55.3233333333333,38.666666666666664,decline
Воткинск,2018,98063,0,57.05,54,zero
Всеволожск,2018,72864,3.66,60.0166666666667,30.65,growh
Вуктыл,2018,10205,0,63.8666666666667,57.31666666666667,zero
Выборг,2018,77400,-1.35,60.7091666666667,28.733333333333334,decline
Выкса,2018,53406,0,55.3194444444444,42.166666666666664,zero
Высоковск,2018,10586,-0.8,56.3166666666667,36.55,decline
Высоцк,2018,1115,-0.45,60.6166666666667,28.566666666666666,decline
Вытегра,2018,10232,0,61,36.45,zero
Вышний Волочёк,2018,47732,0,57.5833333333333,34.56666666666667,zero
Вяземский (город),2018,12974,-1.62,47.5333333333333,134.75,decline
Вязники,2018,36635,0,56.2433333333333,42.11666666666667,zero
Вязьма,2018,52506,-1.15,55.2102777777778,34.28333333333333,decline
Вятские Поляны,2018,32562,-0.78,56.2184138888889,51.06666666666667,decline
Гаврилов Посад,2018,5715,0,56.5666666666667,40.11666666666667,zero
Гаврилов-Ям,2018,17351,0,57.3,39.85,zero
Гагарин (Смоленская область),2018,29041,-0.83,55.55,35,decline
Гаджиево,2018,12989,0.66,69.2552777777778,33.31666666666667,growh
Гай (город),2018,35255,0,51.4666666666667,58.45,zero
Галич (Костромская область),2018,16922,0,58.3833333333333,42.35,zero
Гатчина,2018,94447,-0.78,59.5666666666667,30.133333333333333,decline
Гвардейск,2018,13186,0,54.65,21.066666666666666,zero
Гдов,2018,3460,-2.32,58.7333333333333,27.816666666666666,decline
Геленджик,2018,76830,2.59,44.5608333333333,38.06666666666667,growh
Георгиевск,2018,67714,-1.91,44.15,43.46666666666667,decline
Глазов,2018,93628,0,58.1408333333333,52.666666666666664,zero
Голицыно,2018,17651,-0.05,55.6147222222222,36.983333333333334,decline
Горбатов (город),2018,1982,0,56.1333333333333,43.06666666666667,zero
Горно-Алтайск,2018,63214,-0.13,51.9666666666667,85.96666666666667,decline
Горнозаводск (Пермский край),2018,11477,0,58.3833333333333,58.31666666666667,zero
Горняк (Алтайский край),2018,12972,0,51,81.46666666666667,zero
Городец,2018,30493,0,56.6502777777778,43.46666666666667,zero
Городище (Пензенская область),2018,7885,-0.83,53.2666666666667,45.7,decline
Городовиковск,2018,8798,0,46.0833333333333,41.93333333333333,zero
Гороховец,2018,12948,0,56.2027777777778,42.68333333333333,zero
Горячий Ключ,2018,37475,1.81,44.6333333333333,39.13333333333333,growh
Грайворон,2018,6404,0,50.4833333333333,35.666666666666664,zero
Гремячинск,2018,9000,0,58.5666666666667,57.833333333333336,zero
Грозный,2018,297137,1.87,43.3166666666667,45.7,growh
Грязи,2018,46492,-0.2,52.5,39.93333333333333,decline
Грязовец,2018,14916,0,58.8833333333333,40.25,zero
Губаха,2018,20289,0,58.8666666666667,57.583333333333336,zero
Губкин (город),2018,86999,0,51.2833333333333,37.55,zero
Губкинский,2018,27238,0,64.4333333333333,76.5,zero
Гудермес,2018,52908,2.19,43.3552777777778,46.083333333333336,growh
Гуково,2018,66332,0,48.05,39.93333333333333,zero
Гулькевичи,2018,34236,-0.36,45.3602777777778,40.68333333333333,decline
Гурьевск (Калининградская область),2018,16311,0,54.7666666666667,20.6,zero
Гурьевск (Кемеровская область),2018,23089,0,54.2833333333333,85.93333333333334,zero
Гусев (город),2018,28257,0,54.5833333333333,22.2,zero
Гусиноозёрск,2018,23280,0,51.2855555555556,106.51666666666667,zero
Гусь-Хрустальный,2018,55421,0,55.6166666666667,40.65,zero
Давлеканово,2018,23774,0,54.2166666666667,55.03333333333333,zero
Дагестанские Огни,2018,29401,0.56,42.1166666666667,48.2,growh
Далматово,2018,12772,0,56.2666666666667,62.916666666666664,zero
Дальнегорск,2018,34694,-0.97,44.5666666666667,135.61666666666667,decline
Дальнереченск,2018,25786,-1.28,45.9333333333333,133.73333333333332,decline
Данилов (город),2018,14868,0,58.1833333333333,40.18333333333333,zero
Данков,2018,19017,-0.54,53.25,39.15,decline
Дегтярск,2018,16141,0,56.7,60.1,zero
Дедовск,2018,29738,0.61,55.8666666666667,37.13333333333333,growh
Демидов (город),2018,6213,-1.21,55.2666666666667,31.516666666666666,decline
Дербент,2018,123720,0.45,42.0691666666667,48.28333333333333,growh
Десногорск,2018,27771,-1.18,54.1530833333333,33.28333333333333,decline
Джанкой,2018,38669,-0.12,45.7086111111111,34.38333333333333,decline
Дзержинск (Нижегородская область),2018,231797,0,56.2333333333333,43.45,zero
Дзержинский (город),2018,55669,1.61,55.6333333333333,37.85,growh
Дивногорск,2018,29117,0,55.95,92.38333333333334,zero
Дигора,2018,10075,-0.59,43.15,44.15,decline
Димитровград (Россия),2018,116055,0,54.2333333333333,49.583333333333336,zero
Дмитриев (город),2018,6619,0,52.1288888888889,35.06666666666667,zero
Дмитров,2018,68044,0.8,56.3466666666667,37.516666666666666,growh
Дмитровск,2018,5105,-1.47,52.5,35.15,decline
Дно (город),2018,7683,-2.19,57.8333333333333,29.966666666666665,decline
Добрянка,2018,33083,0,58.45,56.416666666666664,zero
Долгопрудный,2018,108861,4.44,55.9333333333333,37.5,growh
Долинск,2018,11765,0.49,47.3166666666667,142.8,growh
Домодедово (город),2018,127850,2.87,55.4438888888889,37.75,growh
Донецк (Россия),2018,48428,0,48.3369194444444,39.93333333333333,zero
Донской (город),2018,63842,0,53.9666666666667,38.31666666666667,zero
Дорогобуж,2018,9793,-1.74,54.92,33.3,decline
Дрезна,2018,11480,-1.36,55.7444444444444,38.833333333333336,decline
Дубна,2018,75144,0.17,56.75,37.15,growh
Дубовка,2018,14165,0,49.05,44.833333333333336,zero
Дудинка,2018,21513,0,69.4,86.18333333333334,zero
Духовщина,2018,4103,-1.94,55.2,32.416666666666664,decline
Дюртюли,2018,30858,0,55.4833333333333,54.86666666666667,zero
Дятьково,2018,26775,-0.94,53.6,34.333333333333336,decline
Евпатория,2018,106158,0,45.2,33.35,zero
Егорьевск,2018,73766,0.06,55.3833333333333,39.03333333333333,growh
Ейск,2018,83665,-0.7,46.7105555555556,38.266666666666666,decline
Екатеринбург,2018,1468833,0.89,56.8333333333333,60.583333333333336,growh
Елабуга,2018,73817,0,55.7666666666667,52.03333333333333,zero
Елец,2018,104349,-0.64,52.6166666666667,38.46666666666667,decline
Елизово,2018,39216,1.15,53.1833333333333,158.38333333333333,growh
Ельня,2018,8993,-1.91,54.5666666666667,33.166666666666664,decline
Еманжелинск,2018,29077,0,54.75,61.31666666666667,zero
Емва,2018,12906,0,62.5833333333333,50.85,zero
Енисейск,2018,17999,0,58.4666666666667,92.13333333333334,zero
Ермолино (Калужская область),2018,10158,0,55.2055555555556,36.56666666666667,zero
Ершов (город),2018,19993,0,51.35,48.28333333333333,zero
Ессентуки,2018,108679,1.47,44.0430555555556,42.85,growh
Ефремов (город),2018,35505,0,53.1491666666667,38.06666666666667,zero
Железноводск,2018,24912,-1.15,44.1333333333333,43.03333333333333,decline
Железногорск (Красноярский край),2018,84144,0,56.25,93.53333333333333,zero
Железногорск (Курская область),2018,100740,0.07,52.3391666666667,35.35,growh
Железногорск-Илимский,2018,23643,0,56.5833333333333,104.11666666666666,zero
Жердевка,2018,14214,-0.57,51.8333333333333,41.46666666666667,decline
Жигулёвск,2018,54343,0,53.4,49.5,zero
Жиздра (город),2018,5489,0,53.7502777777778,34.733333333333334,zero
Жирновск,2018,15872,0,50.9802777777778,44.766666666666666,zero
Жуков (город),2018,13251,0,55.0333333333333,36.75,zero
Жуковка (город),2018,16878,-0.44,53.5333333333333,33.733333333333334,decline
Жуковский (город),2018,108187,-0.73,55.6011111111111,38.1,decline
Завитинск,2018,10721,-0.2,50.1166666666667,129.43333333333334,decline
Заводоуковск,2018,26006,0,56.5,66.55,zero
Заволжск,2018,10384,0,57.4833333333333,42.13333333333333,zero
Заволжье (город),2018,38527,0,56.6425,43.38333333333333,zero
Задонск,2018,9614,-0.28,52.3833333333333,38.916666666666664,decline
Заинск,2018,40635,0,55.3,52.016666666666666,zero
Закаменск,2018,11249,0,50.3833333333333,103.28333333333333,zero
Заозёрный,2018,10286,0,55.9666666666667,94.7,zero
Заозёрск,2018,9915,-1.04,69.4,32.45,decline
Западная Двина (город),2018,8249,0,56.2666666666667,32.083333333333336,zero
Заполярный,2018,15037,-1.03,69.4166666666667,30.8,decline
Зарайск,2018,23120,-1.06,54.7652777777778,38.88333333333333,decline
Заречный (Пензенская область),2018,64982,0,53.2,45.166666666666664,zero
Заречный (Свердловская область),2018,27595,-0.08,56.8166666666667,61.31666666666667,decline
Заринск,2018,46597,-0.5,53.7,84.91666666666667,decline
Звенигово,2018,11379,0,55.9666666666667,48.016666666666666,zero
Звенигород,2018,22513,2.57,55.7333333333333,36.85,growh
Зверево,2018,19456,0,48.0166666666667,40.11666666666667,zero
Зеленогорск (Красноярский край),2018,62466,0,56.1,94.58333333333333,zero
Зеленоградск,2018,15493,0,54.95,20.483333333333334,zero
Зеленодольск,2018,99235,0,55.85,48.516666666666666,zero
Зеленокумск,2018,35501,-0.41,44.4069444444444,43.86666666666667,decline
Зерноград,2018,24886,0,46.846525,40.3,zero
Зея (город),2018,23270,-1,53.7333333333333,127.25,decline
Зима (город),2018,31229,0,53.9166666666667,102.05,zero
Златоуст,2018,167978,0,55.1666666666667,59.666666666666664,zero
Злынка,2018,5369,-1.67,52.4333333333333,31.733333333333334,decline
Змеиногорск,2018,10533,-0.4,51.1666666666667,82.16666666666667,decline
Знаменск (Астраханская область),2018,26934,0,48.5833333333333,45.75,zero
Зубцов,2018,6373,0,56.1666666666667,34.583333333333336,zero
Зуевка,2018,10447,-1.4,58.4033333333333,51.11666666666667,decline
Ивангород,2018,10453,-0.82,59.375,28.2,decline
Иваново,2018,406113,-0.2,56.995,40.96666666666667,decline
Ивантеевка,2018,76612,2.84,55.97,37.916666666666664,growh
Ивдель,2018,16090,0,60.6833333333333,60.43333333333333,zero
Игарка,2018,4754,0,67.4666666666667,86.56666666666666,zero
Ижевск,2018,648213,0.3,56.85,53.21666666666667,growh
Избербаш,2018,58690,0.93,42.5666666666667,47.86666666666667,growh
Изобильный,2018,38100,-0.43,45.3666666666667,41.71666666666667,decline
Иланский,2018,15013,0,56.2333333333333,96.06666666666666,zero
Инза,2018,17714,0,53.85,46.35,zero
Иннополис,2018,102,0,55.7636111111111,48.733333333333334,zero
Инсар (город),2018,8169,0,53.8666666666667,44.36666666666667,zero
Инта,2018,26271,0,66.0398111111111,60.11666666666667,zero
Ипатово,2018,24021,-1.51,45.7166666666667,42.9,decline
Ирбит,2018,37280,-0.44,57.6666666666667,63.06666666666667,decline
Иркутск,2018,623869,0.02,52.2833333333333,104.3,growh
Исилькуль,2018,23151,0,54.9088888888889,71.25,zero
Искитим,2018,57032,0,54.6333333333333,83.3,zero
Истра (город),2018,34309,-1.38,55.9166666666667,36.86666666666667,decline
Ишим,2018,65259,0,56.1166666666667,69.5,zero
Ишимбай,2018,65422,0,53.4544444444444,56.03333333333333,zero
Йошкар-Ола,2018,268272,0.6,56.6327777777778,47.88333333333333,growh
Кадников,2018,4588,0,59.5,40.333333333333336,zero
Казань,2018,1243500,0.94,55.7908333333333,49.1,growh
Калач (город),2018,18834,-1.06,50.4258333333333,41,decline
Калач-на-Дону,2018,24237,0,48.6833333333333,43.53333333333333,zero
Калачинск,2018,22781,0,55.05,74.58333333333333,zero
Калининград,2018,475056,1.66,54.7166666666667,20.5,growh
Калининск,2018,15841,0,51.5,44.45,zero
Калтан,2018,20947,0,53.5166666666667,87.26666666666667,zero
Калуга,2018,340851,-0.3,54.5333333333333,36.266666666666666,decline
Калязин,2018,13025,0,57.2333333333333,37.85,zero
Камбарка,2018,10477,0,56.2666666666667,54.2,zero
"Каменка (город, Россия)",2018,35929,-1.74,53.1833333333333,44.05,decline
Каменногорск,2018,6595,-1.51,60.95,29.133333333333333,decline
Каменск-Уральский,2018,168997,-0.55,56.4,61.93333333333333,decline
Каменск-Шахтинский,2018,89657,0,48.3166666666667,40.266666666666666,zero
Камень-на-Оби,2018,40795,-1.26,53.7919444444444,81.33333333333333,decline
Камешково,2018,12711,0,56.3491666666667,40.983333333333334,zero
Камызяк,2018,16077,0,46.1155555555556,48.06666666666667,zero
Камышин,2018,111775,0,50.0833333333333,45.4,zero
Камышлов,2018,26444,-0.35,56.85,62.71666666666667,decline
Канаш,2018,45501,0,55.5069444444444,47.483333333333334,zero
Кандалакша,2018,31329,-2.2,67.1569444444444,32.4,decline
Канск,2018,90231,0,56.2,95.7,zero
Карабаново,2018,14817,0,56.3088888888889,38.7,zero
